,empty_slots,free_bikes,latitude,longitude,name,timestamp,extra.last_updated,extra.slots
165,9,12,35.648948,139.757895,C5-27.プレミア海岸ビル,2024-02-08T18:15:54.633000Z,1707416104,21
166,0,21,35.599987,139.745195,I1-29.ローソン 勝島一丁目店,2024-02-08T18:15:54.634000Z,1707416104,21
167,20,1,35.674578,139.797396,H1-72.ネクストサイト深川ビル,2024-02-08T18:15:54.635000Z,1707416104,21
168,0,3,35.768528,139.639807,T1-11.むつみ台,2024-02-08T18:15:54.636000Z,1707416104,3
169,5,0,35.758366,139.628982,T1-10.月見大橋下,2024-02-08T18:15:54.637000Z,1707416104,5
170,1,9,35.688074,139.838932,H1-167.大島八丁目公園,2024-02-08T18:15:54.637000Z,1707416104,10
171,0,12,35.587815,139.691748,K1-36.セブン-イレブン 大田区南雪谷5丁目店,2024-02-08T18:15:54.638000Z,1707416104,12
172,5,8,35.66088,139.654546,L1-01.羽根木公園,2024-02-08T18:15:54.640000Z,1707416104,13
173,8,0,35.721738,139.723103,P1-02.雑司ヶ谷一丁目,2024-02-08T18:15:54.641000Z,1707416104,8
174,2,4,35.596733,139.73804,I1-66.南大井文化センター駐車場,2024-02-08T18:15:54.641000Z,1707416104,6
175,1,2,35.669285,139.597931,L1-05.NTT烏山ビル,2024-02-08T18:15:54.642000Z,1707416104,3
176,0,5,35.63367,139.678139,L1-04.下馬中央公園,2024-02-08T18:15:54.643000Z,1707416104,5
177,0,6,35.645838,139.647799,L1-03.世田谷城阯公園,2024-02-08T18:15:54.644000Z,1707416104,6
178,5,2,35.647075,139.654472,L1-02.若林公園,2024-02-08T18:15:54.645000Z,1707416104,7
179,4,0,35.750804,139.58243,T2-30.ファミリーマート 練馬東大泉四丁目店,2024-02-08T18:15:54.646000Z,1707416104,4
180,2,1,35.648021,139.606529,L1-07.NTT成城ビル,2024-02-08T18:15:54.648000Z,1707416104,3
181,0,12,35.618357,139.626191,L1-06.NTT瀬田ビル,2024-02-08T18:15:54.649000Z,1707416104,12
182,3,1,35.748092,139.636587,T3-12.春日町西公園,2024-02-08T18:15:54.650000Z,1707416104,4
183,2,2,35.757298,139.664139,T3-13.平和台児童公園,2024-02-08T18:15:54.650000Z,1707416104,4
184,7,2,35.727195,139.590179,T2-38.ファミリーマート 練馬上石神井四丁目店,2024-02-08T18:15:54.651000Z,1707416104,9
185,8,1,35.684502,139.77906,B1-28.アイルイムーブル日本橋,2024-02-08T18:15:54.652000Z,1707416104,9
186,8,0,35.6915,139.75685,A2-28.NTTコミュニケーションズ一ツ橋ビル駐車場,2024-02-08T18:15:54.653000Z,1707416104,8
187,3,1,35.667936,139.72745,C3-32.乃木公園,2024-02-08T18:15:54.655000Z,1707416104,4
188,3,1,35.759774,139.654529,T3-14.わらべ児童遊園,2024-02-08T18:15:54.656000Z,1707416104,4
189,2,3,35.762395,139.641522,T2-52.田柄中央児童公園,2024-02-08T18:15:56.985000Z,1707416104,5
190,9,0,35.671823,139.708158,M4-06.THE SHARE 原宿,2024-02-08T18:15:54.658000Z,1707416104,9
191,1,3,35.559647,139.730098,K1-10.セブン‐イレブン 大田区西糀谷１丁目店,2024-02-08T18:15:54.659000Z,1707416104,4
192,0,22,35.570763,139.705895,K1-09.セブン‐イレブン 大田区西蒲田２丁目店,2024-02-08T18:15:54.660000Z,1707416104,22
193,0,15,35.65637,139.811765,H1-63.東京スイソミル,2024-02-08T18:15:54.661000Z,1707416104,15
194,6,0,35.683695,139.780043,B1-16.小網町児童遊園,2024-02-08T18:15:57.034000Z,1707416104,6
195,7,2,35.648281,139.786112,H1-61.Brilliaランニングスタジアムマギーズ東京前,2024-02-08T18:15:54.663000Z,1707416104,9
196,0,6,35.562368,139.730143,K1-08.セブン‐イレブン 大田区東蒲田キネマ通り店,2024-02-08T18:15:54.664000Z,1707416104,6
197,8,0,35.664479,139.743731,C1-34.城山ガーデン,2024-02-08T18:15:54.665000Z,1707416104,8
198,0,42,35.683343,139.812161,H1-62.扇橋一丁目公園南,2024-02-08T18:15:54.666000Z,1707416104,42
199,10,13,35.623756,139.692517,J1-23.清水池公園,2024-02-08T18:15:54.668000Z,1707416104,23
200,8,11,35.634529,139.748378,C5-18.パークタワー品川ベイワード,2024-02-08T18:15:54.669000Z,1707416104,19
201,3,1,35.727279,139.74627,E4-07.ファミリーマート 本駒込二丁目店,2024-02-08T18:15:54.669000Z,1707416104,4
202,1,8,35.644794,139.755688,C5-45.パークアクシス芝浦キャナル,2024-02-08T18:15:54.671000Z,1707416104,9
203,7,2,35.698591,139.755113,A2-02.西神田公園（北側）,2024-02-08T18:15:54.672000Z,1707416104,9
204,5,4,35.719674,139.593696,T2-49.善福寺公園テニスクラブ,2024-02-08T18:15:54.673000Z,1707416104,9
205,27,1,35.651833,139.79962,H1-193.ライフ豊洲店,2024-02-08T18:15:55.288000Z,1707416104,28
206,52,1,35.695762,139.761585,A2-01.神田駿河台下,2024-02-08T18:15:54.675000Z,1707416104,53
207,0,14,35.589573,139.735585,I1-51.京急鈴ヶ森駐車場,2024-02-08T18:15:54.676000Z,1707416104,14
208,4,6,35.75195,139.616028,T2-36.サントピア テニスパーク,2024-02-08T18:15:54.677000Z,1707416104,10
209,0,3,35.696492,139.791591,G4-13. Parking in 両国駅前第2,2024-02-08T18:15:55.305000Z,1707416104,3
210,6,0,35.560125,139.71569,K1-120.蒲田駅消費者生活センター横自転車駐車場 屋上部,2024-02-08T18:15:54.679000Z,1707416104,6
211,5,1,35.69942,139.673964,N3-18.藤和シティコープ新中野3,2024-02-08T18:15:54.680000Z,1707416104,6
212,6,7,35.58209,139.701362,K1-145.トヨタモビリティ東京馬込テクニカル研修センター,2024-02-08T18:15:54.682000Z,1707416104,13
213,5,0,35.589794,139.666955,K1-100.多摩川台公園,2024-02-08T18:15:54.683000Z,1707416104,5
214,12,0,35.664344,139.746662,C1-54.ニッセイ虎ノ門ビル,2024-02-08T18:15:54.684000Z,1707416104,12
215,6,4,35.607557,139.746866,I1-52.カスタリアタワー品川シーサイド,2024-02-08T18:15:54.685000Z,1707416104,10
216,3,1,35.620355,139.749339,I1-53.天王洲公園,2024-02-08T18:15:54.686000Z,1707416104,4
217,0,3,35.656769,139.743224,C2-18.ブランシェ東麻布,2024-02-08T18:15:54.687000Z,1707416104,3
218,12,6,35.691578,139.77138,A3-45.鍛冶町2丁目,2024-02-08T18:15:54.687000Z,1707416104,18
219,0,26,35.662514,139.803694,H1-87.パークアクシス木場キャナルウエスト,2024-02-08T18:15:54.689000Z,1707416104,26
220,5,10,35.693544,139.685806,D6-20.淀橋けやき橋公園,2024-02-08T18:15:54.690000Z,1707416104,15
221,0,1,35.695457,139.772972,A3-46.神田須田町2丁目,2024-02-08T18:15:54.690000Z,1707416104,1
222,11,0,35.664871,139.767188,B3-13.国立がん研究センター,2024-02-08T18:15:54.691000Z,1707416104,11
223,18,0,35.622954,139.750593,I1-35.シーフォートスクエア,2024-02-08T18:15:54.692000Z,1707416104,18
224,5,13,35.576275,139.713704,K1-55.カバヤビル,2024-02-08T18:15:54.693000Z,1707416104,18
225,0,7,35.668419,139.724676,C3-24.SHARE GREEN 南青山 西エントランス,2024-02-08T18:15:54.694000Z,1707416104,7
226,10,0,35.674468,139.741328,A5-06.APA HOTEL PRIDE〈国会議事堂前〉,2024-02-08T18:15:54.695000Z,1707416104,10
227,12,0,35.680431,139.738203,A6-17.東京ガーデンテラス紀尾井町（プリンス通り側）,2024-02-08T18:15:54.696000Z,1707416104,12
228,58,3,35.658135,139.776131,B4-07.勝どき駅地下駐輪場,2024-02-08T18:15:54.698000Z,1707416104,61
